#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1124   0.126487E+04  -0.564990E+02   0.187439E-06  -0.564990E+02   0.141345E+02   0.229137E-06   0.187439E-06   0.229137E-06   0.563984E-08
  1125   0.126531E+04  -0.555216E+02   0.186526E-06  -0.555216E+02   0.139771E+02   0.223831E-06   0.186526E-06   0.223831E-06   0.563171E-08
  1126   0.126567E+04  -0.545372E+02   0.185812E-06  -0.545372E+02   0.138250E+02   0.218535E-06   0.185812E-06   0.218535E-06   0.562361E-08
  1127   0.126596E+04  -0.535450E+02   0.185321E-06  -0.535450E+02   0.136774E+02   0.213243E-06   0.185321E-06   0.213243E-06   0.561552E-08
  1128   0.126616E+04  -0.525466E+02   0.185078E-06  -0.525466E+02   0.135360E+02   0.207951E-06   0.185078E-06   0.207951E-06   0.560745E-08
  1129   0.126629E+04  -0.515403E+02   0.185106E-06  -0.515403E+02   0.133998E+02   0.202656E-06   0.185106E-06   0.202656E-06   0.559940E-08
  1130   0.126619E+04  -0.505285E+02   0.185430E-06  -0.505285E+02   0.132681E+02   0.197353E-06   0.185430E-06   0.197353E-06   0.559137E-08
  1131   0.126616E+04  -0.495119E+02   0.186067E-06  -0.495119E+02   0.131418E+02   0.192040E-06   0.186067E-06   0.192040E-06   0.558336E-08
  1132   0.126598E+04  -0.484891E+02   0.187004E-06  -0.484891E+02   0.130207E+02   0.186717E-06   0.187004E-06   0.186717E-06   0.557536E-08
  1133   0.126565E+04  -0.474622E+02   0.188220E-06  -0.474622E+02   0.129057E+02   0.181390E-06   0.188220E-06   0.181390E-06   0.556739E-08
  1134   0.126531E+04  -0.464307E+02   0.189694E-06  -0.464307E+02   0.127953E+02   0.176062E-06   0.189694E-06   0.176062E-06   0.555943E-08
  1135   0.126482E+04  -0.453952E+02   0.191407E-06  -0.453952E+02   0.126901E+02   0.170736E-06   0.191407E-06   0.170736E-06   0.555149E-08
  1136   0.126426E+04  -0.443580E+02   0.193338E-06  -0.443580E+02   0.125911E+02   0.165417E-06   0.193338E-06   0.165417E-06   0.554356E-08
  1137   0.126363E+04  -0.433162E+02   0.195467E-06  -0.433162E+02   0.124966E+02   0.160107E-06   0.195467E-06   0.160107E-06   0.553566E-08
  1138   0.126292E+04  -0.422736E+02   0.197777E-06  -0.422736E+02   0.124090E+02   0.154809E-06   0.197777E-06   0.154809E-06   0.552777E-08
  1139   0.126214E+04  -0.412278E+02   0.200270E-06  -0.412278E+02   0.123253E+02   0.149524E-06   0.200270E-06   0.149524E-06   0.551990E-08
  1140   0.126121E+04  -0.401820E+02   0.202951E-06  -0.401820E+02   0.122484E+02   0.144250E-06   0.202951E-06   0.144250E-06   0.551205E-08
  1141   0.126020E+04  -0.391345E+02   0.205828E-06  -0.391345E+02   0.121754E+02   0.138986E-06   0.205828E-06   0.138986E-06   0.550422E-08
  1142   0.125911E+04  -0.380868E+02   0.208905E-06  -0.380868E+02   0.121091E+02   0.133732E-06   0.208905E-06   0.133732E-06   0.549640E-08
  1143   0.125795E+04  -0.370398E+02   0.212188E-06  -0.370398E+02   0.120474E+02   0.128487E-06   0.212188E-06   0.128487E-06   0.548860E-08
  1144   0.125655E+04  -0.359933E+02   0.215684E-06  -0.359933E+02   0.119910E+02   0.123249E-06   0.215684E-06   0.123249E-06   0.548082E-08
  1145   0.125523E+04  -0.349475E+02   0.219397E-06  -0.349475E+02   0.119414E+02   0.118018E-06   0.219397E-06   0.118018E-06   0.547306E-08
  1146   0.125374E+04  -0.339030E+02   0.223334E-06  -0.339030E+02   0.118964E+02   0.112794E-06   0.223334E-06   0.112794E-06   0.546531E-08
  1147   0.125218E+04  -0.328605E+02   0.227497E-06  -0.328605E+02   0.118574E+02   0.107579E-06   0.227497E-06   0.107579E-06   0.545759E-08
  1148   0.125047E+04  -0.318203E+02   0.231892E-06  -0.318203E+02   0.118230E+02   0.102372E-06   0.231892E-06   0.102372E-06   0.544988E-08
  1149   0.124875E+04  -0.307836E+02   0.236522E-06  -0.307836E+02   0.117946E+02   0.971743E-07   0.236522E-06   0.971743E-07   0.544218E-08
  1150   0.124689E+04  -0.297499E+02   0.241393E-06  -0.297499E+02   0.117716E+02   0.919867E-07   0.241393E-06   0.919867E-07   0.543451E-08
  1151   0.124502E+04  -0.287198E+02   0.246508E-06  -0.287198E+02   0.117539E+02   0.868098E-07   0.246508E-06   0.868098E-07   0.542685E-08
  1152   0.124293E+04  -0.276942E+02   0.251868E-06  -0.276942E+02   0.117416E+02   0.816443E-07   0.251868E-06   0.816443E-07   0.541921E-08
  1153   0.124092E+04  -0.266738E+02   0.257453E-06  -0.266738E+02   0.117353E+02   0.764913E-07   0.257453E-06   0.764913E-07   0.541158E-08
  1154   0.123876E+04  -0.256571E+02   0.263238E-06  -0.256571E+02   0.117344E+02   0.713522E-07   0.263238E-06   0.713522E-07   0.540398E-08
  1155   0.123652E+04  -0.246463E+02   0.269200E-06  -0.246463E+02   0.117388E+02   0.662282E-07   0.269200E-06   0.662282E-07   0.539639E-08
  1156   0.123413E+04  -0.236423E+02   0.275314E-06  -0.236423E+02   0.117478E+02   0.611204E-07   0.275314E-06   0.611204E-07   0.538881E-08
  1157   0.123167E+04  -0.226435E+02   0.281556E-06  -0.226435E+02   0.117622E+02   0.560302E-07   0.281556E-06   0.560302E-07   0.538126E-08
  1158   0.122920E+04  -0.216522E+02   0.287902E-06  -0.216522E+02   0.117826E+02   0.509588E-07   0.287902E-06   0.509588E-07   0.537372E-08
  1159   0.122665E+04  -0.206676E+02   0.294336E-06  -0.206676E+02   0.118076E+02   0.459072E-07   0.294336E-06   0.459072E-07   0.536619E-08
  1160   0.122388E+04  -0.196920E+02   0.300881E-06  -0.196920E+02   0.118386E+02   0.408748E-07   0.300881E-06   0.408748E-07   0.535869E-08
  1161   0.122117E+04  -0.187232E+02   0.307567E-06  -0.187232E+02   0.118742E+02   0.358610E-07   0.307567E-06   0.358610E-07   0.535120E-08
  1162   0.121831E+04  -0.177633E+02   0.314425E-06  -0.177633E+02   0.119151E+02   0.308652E-07   0.314425E-06   0.308652E-07   0.534373E-08
  1163   0.121538E+04  -0.168125E+02   0.321486E-06  -0.168125E+02   0.119613E+02   0.258865E-07   0.321486E-06   0.258865E-07   0.533627E-08
  1164   0.121244E+04  -0.158708E+02   0.328781E-06  -0.158708E+02   0.120129E+02   0.209243E-07   0.328781E-06   0.209243E-07   0.532883E-08
  1165   0.120935E+04  -0.149381E+02   0.336340E-06  -0.149381E+02   0.120689E+02   0.159779E-07   0.336340E-06   0.159779E-07   0.532141E-08
  1166   0.120611E+04  -0.140159E+02   0.344184E-06  -0.140159E+02   0.121303E+02   0.110469E-07   0.344184E-06   0.110469E-07   0.531401E-08
  1167   0.120294E+04  -0.131043E+02   0.352285E-06  -0.131043E+02   0.121962E+02   0.613249E-08   0.352285E-06   0.613249E-08   0.530662E-08
  1168   0.119962E+04  -0.122026E+02   0.360607E-06  -0.122026E+02   0.122674E+02   0.123632E-08   0.360607E-06   0.123632E-08   0.529925E-08
  1169   0.119629E+04  -0.113136E+02   0.369111E-06  -0.113136E+02   0.123432E+02  -0.364008E-08   0.369111E-06  -0.364008E-08   0.529189E-08
  1170   0.119289E+04  -0.104345E+02   0.377760E-06  -0.104345E+02   0.124236E+02  -0.849511E-08   0.377760E-06  -0.849511E-08   0.528455E-08
  1171   0.118934E+04  -0.956818E+01   0.386518E-06  -0.956818E+01   0.125094E+02  -0.133272E-07   0.386518E-06  -0.133272E-07   0.527723E-08
  1172   0.118579E+04  -0.871396E+01   0.395345E-06  -0.871396E+01   0.125998E+02  -0.181348E-07   0.395345E-06  -0.181348E-07   0.526992E-08
  1173   0.118216E+04  -0.787182E+01   0.404215E-06  -0.787182E+01   0.126948E+02  -0.229167E-07   0.404215E-06  -0.229167E-07   0.526263E-08
  1174   0.117845E+04  -0.704290E+01   0.413143E-06  -0.704290E+01   0.127937E+02  -0.276730E-07   0.413143E-06  -0.276730E-07   0.525535E-08
  1175   0.117467E+04  -0.622714E+01   0.422154E-06  -0.622714E+01   0.128971E+02  -0.324043E-07   0.422154E-06  -0.324043E-07   0.524810E-08
  1176   0.117074E+04  -0.542529E+01   0.431272E-06  -0.542529E+01   0.130052E+02  -0.371112E-07   0.431272E-06  -0.371112E-07   0.524085E-08
  1177   0.116688E+04  -0.463692E+01   0.440523E-06  -0.463692E+01   0.131185E+02  -0.417942E-07   0.440523E-06  -0.417942E-07   0.523363E-08
  1178   0.116287E+04  -0.386271E+01   0.449932E-06  -0.386271E+01   0.132349E+02  -0.464538E-07   0.449932E-06  -0.464538E-07   0.522642E-08
  1179   0.115893E+04  -0.310290E+01   0.459524E-06  -0.310290E+01   0.133573E+02  -0.510906E-07   0.459524E-06  -0.510906E-07   0.521922E-08
  1180   0.115485E+04  -0.235780E+01   0.469316E-06  -0.235780E+01   0.134835E+02  -0.557048E-07   0.469316E-06  -0.557048E-07   0.521204E-08
  1181   0.115077E+04  -0.162771E+01   0.479301E-06  -0.162771E+01   0.136126E+02  -0.602956E-07   0.479301E-06  -0.602956E-07   0.520488E-08
  1182   0.114653E+04  -0.912932E+00   0.489464E-06  -0.912932E+00   0.137464E+02  -0.648620E-07   0.489464E-06  -0.648620E-07   0.519773E-08
  1183   0.114229E+04  -0.213628E+00   0.499789E-06  -0.213628E+00   0.138839E+02  -0.694028E-07   0.499789E-06  -0.694028E-07   0.519060E-08
  1184   0.113798E+04   0.469803E+00   0.510261E-06   0.469803E+00   0.140245E+02  -0.739169E-07   0.510261E-06  -0.739169E-07   0.518349E-08
  1185   0.113366E+04   0.113727E+01   0.520865E-06   0.113727E+01   0.141704E+02  -0.784033E-07   0.520865E-06  -0.784033E-07   0.517639E-08
  1186   0.112926E+04   0.178834E+01   0.531586E-06   0.178834E+01   0.143194E+02  -0.828608E-07   0.531586E-06  -0.828608E-07   0.516930E-08
  1187   0.112486E+04   0.242286E+01   0.542410E-06   0.242286E+01   0.144723E+02  -0.872885E-07   0.542410E-06  -0.872885E-07   0.516223E-08
  1188   0.112038E+04   0.304046E+01   0.553334E-06   0.304046E+01   0.146282E+02  -0.916867E-07   0.553334E-06  -0.916867E-07   0.515518E-08
  1189   0.111582E+04   0.364120E+01   0.564354E-06   0.364120E+01   0.147880E+02  -0.960559E-07   0.564354E-06  -0.960559E-07   0.514814E-08
  1190   0.111126E+04   0.422460E+01   0.575469E-06   0.422460E+01   0.149509E+02  -0.100396E-06   0.575469E-06  -0.100396E-06   0.514112E-08
  1191   0.110663E+04   0.479074E+01   0.586676E-06   0.479074E+01   0.151176E+02  -0.104709E-06   0.586676E-06  -0.104709E-06   0.513411E-08
  1192   0.110199E+04   0.533914E+01   0.597972E-06   0.533914E+01   0.152873E+02  -0.108994E-06   0.597972E-06  -0.108994E-06   0.512712E-08
  1193   0.109728E+04   0.586981E+01   0.609356E-06   0.586981E+01   0.154601E+02  -0.113251E-06   0.609356E-06  -0.113251E-06   0.512015E-08
  1194   0.109257E+04   0.638264E+01   0.620826E-06   0.638264E+01   0.156359E+02  -0.117481E-06   0.620826E-06  -0.117481E-06   0.511318E-08
  1195   0.108786E+04   0.687734E+01   0.632390E-06   0.687734E+01   0.158147E+02  -0.121684E-06   0.632390E-06  -0.121684E-06   0.510624E-08
  1196   0.108300E+04   0.735348E+01   0.644056E-06   0.735348E+01   0.159973E+02  -0.125856E-06   0.644056E-06  -0.125856E-06   0.509931E-08
  1197   0.107822E+04   0.781137E+01   0.655833E-06   0.781137E+01   0.161814E+02  -0.129996E-06   0.655833E-06  -0.129996E-06   0.509239E-08
  1198   0.107336E+04   0.824959E+01   0.667729E-06   0.824959E+01   0.163685E+02  -0.134104E-06   0.667729E-06  -0.134104E-06   0.508549E-08
  1199   0.106849E+04   0.867038E+01   0.679753E-06   0.867038E+01   0.165580E+02  -0.138177E-06   0.679753E-06  -0.138177E-06   0.507861E-08
  1200   0.106355E+04   0.907219E+01   0.691913E-06   0.907219E+01   0.167505E+02  -0.142215E-06   0.691913E-06  -0.142215E-06   0.507174E-08
  1201   0.105868E+04   0.945428E+01   0.704214E-06   0.945428E+01   0.169446E+02  -0.146215E-06   0.704214E-06  -0.146215E-06   0.506488E-08
  1202   0.105365E+04   0.981812E+01   0.716637E-06   0.981812E+01   0.171425E+02  -0.150179E-06   0.716637E-06  -0.150179E-06   0.505804E-08
  1203   0.104870E+04   0.101622E+02   0.729161E-06   0.101622E+02   0.173420E+02  -0.154108E-06   0.729161E-06  -0.154108E-06   0.505122E-08
  1204   0.104367E+04   0.104872E+02   0.741763E-06   0.104872E+02   0.175438E+02  -0.158003E-06   0.741763E-06  -0.158003E-06   0.504441E-08
  1205   0.103864E+04   0.107925E+02   0.754420E-06   0.107925E+02   0.177463E+02  -0.161867E-06   0.754420E-06  -0.161867E-06   0.503761E-08
  1206   0.103361E+04   0.110787E+02   0.767110E-06   0.110787E+02   0.179519E+02  -0.165700E-06   0.767110E-06  -0.165700E-06   0.503083E-08
  1207   0.102864E+04   0.113443E+02   0.779810E-06   0.113443E+02   0.181590E+02  -0.169503E-06   0.779810E-06  -0.169503E-06   0.502406E-08
  1208   0.102361E+04   0.115915E+02   0.792507E-06   0.115915E+02   0.183684E+02  -0.173279E-06   0.792507E-06  -0.173279E-06   0.501731E-08
  1209   0.101850E+04   0.118189E+02   0.805214E-06   0.118189E+02   0.185785E+02  -0.177024E-06   0.805214E-06  -0.177024E-06   0.501058E-08
  1210   0.101346E+04   0.120256E+02   0.817956E-06   0.120256E+02   0.187902E+02  -0.180737E-06   0.817956E-06  -0.180737E-06   0.500385E-08
  1211   0.100835E+04   0.122126E+02   0.830755E-06   0.122126E+02   0.190041E+02  -0.184415E-06   0.830755E-06  -0.184415E-06   0.499715E-08
  1212   0.100331E+04   0.123804E+02   0.843636E-06   0.123804E+02   0.192189E+02  -0.188057E-06   0.843636E-06  -0.188057E-06   0.499045E-08
  1213   0.998198E+03   0.125291E+02   0.856620E-06   0.125291E+02   0.194344E+02  -0.191660E-06   0.856620E-06  -0.191660E-06   0.498377E-08
  1214   0.993161E+03   0.126573E+02   0.869732E-06   0.126573E+02   0.196522E+02  -0.195222E-06   0.869732E-06  -0.195222E-06   0.497711E-08
  1215   0.988126E+03   0.127656E+02   0.882985E-06   0.127656E+02   0.198700E+02  -0.198742E-06   0.882985E-06  -0.198742E-06   0.497046E-08
  1216   0.983091E+03   0.128541E+02   0.896361E-06   0.128541E+02   0.200894E+02  -0.202219E-06   0.896361E-06  -0.202219E-06   0.496382E-08
  1217   0.977909E+03   0.129234E+02   0.909832E-06   0.129234E+02   0.203096E+02  -0.205658E-06   0.909832E-06  -0.205658E-06   0.495720E-08
  1218   0.972875E+03   0.129723E+02   0.923370E-06   0.129723E+02   0.205313E+02  -0.209058E-06   0.923370E-06  -0.209058E-06   0.495059E-08
  1219   0.967766E+03   0.130027E+02   0.936947E-06   0.130027E+02   0.207523E+02  -0.212422E-06   0.936947E-06  -0.212422E-06   0.494400E-08
  1220   0.962731E+03   0.130126E+02   0.950535E-06   0.130126E+02   0.209740E+02  -0.215753E-06   0.950535E-06  -0.215753E-06   0.493742E-08
  1221   0.957696E+03   0.130035E+02   0.964107E-06   0.130035E+02   0.211958E+02  -0.219051E-06   0.964107E-06  -0.219051E-06   0.493086E-08
  1222   0.952659E+03   0.129737E+02   0.977642E-06   0.129737E+02   0.214190E+02  -0.222318E-06   0.977642E-06  -0.222318E-06   0.492431E-08
  1223   0.947621E+03   0.129264E+02   0.991151E-06   0.129264E+02   0.216422E+02  -0.225553E-06   0.991151E-06  -0.225553E-06   0.491777E-08
  1224   0.942584E+03   0.128577E+02   0.100465E-05   0.128577E+02   0.218639E+02  -0.228753E-06   0.100465E-05  -0.228753E-06   0.491125E-08
  1225   0.937620E+03   0.127699E+02   0.101816E-05   0.127699E+02   0.220872E+02  -0.231916E-06   0.101816E-05  -0.231916E-06   0.490474E-08
  1226   0.932657E+03   0.126638E+02   0.103170E-05   0.126638E+02   0.223096E+02  -0.235042E-06   0.103170E-05  -0.235042E-06   0.489825E-08
  1227   0.927770E+03   0.125378E+02   0.104529E-05   0.125378E+02   0.225321E+02  -0.238127E-06   0.104529E-05  -0.238127E-06   0.489176E-08
  1228   0.922809E+03   0.123934E+02   0.105894E-05   0.123934E+02   0.227546E+02  -0.241169E-06   0.105894E-05  -0.241169E-06   0.488530E-08
  1229   0.917925E+03   0.122291E+02   0.107266E-05   0.122291E+02   0.229763E+02  -0.244168E-06   0.107266E-05  -0.244168E-06   0.487884E-08
  1230   0.912892E+03   0.120471E+02   0.108646E-05   0.120471E+02   0.231973E+02  -0.247123E-06   0.108646E-05  -0.247123E-06   0.487240E-08
  1231   0.908009E+03   0.118461E+02   0.110031E-05   0.118461E+02   0.234183E+02  -0.250035E-06   0.110031E-05  -0.250035E-06   0.486598E-08
  1232   0.903126E+03   0.116274E+02   0.111421E-05   0.116274E+02   0.236378E+02  -0.252906E-06   0.111421E-05  -0.252906E-06   0.485957E-08
  1233   0.898389E+03   0.113889E+02   0.112813E-05   0.113889E+02   0.238581E+02  -0.255736E-06   0.112813E-05  -0.255736E-06   0.485317E-08
  1234   0.893577E+03   0.111335E+02   0.114207E-05   0.111335E+02   0.240761E+02  -0.258526E-06   0.114207E-05  -0.258526E-06   0.484678E-08
  1235   0.889059E+03   0.108598E+02   0.115601E-05   0.108598E+02   0.242942E+02  -0.261277E-06   0.115601E-05  -0.261277E-06   0.484041E-08
  1236   0.884390E+03   0.105686E+02   0.116994E-05   0.105686E+02   0.245101E+02  -0.263990E-06   0.116994E-05  -0.263990E-06   0.483405E-08
  1237   0.879718E+03   0.102591E+02   0.118386E-05   0.102591E+02   0.247253E+02  -0.266665E-06   0.118386E-05  -0.266665E-06   0.482771E-08
  1238   0.875120E+03   0.993194E+01   0.119777E-05   0.993194E+01   0.249397E+02  -0.269302E-06   0.119777E-05  -0.269302E-06   0.482138E-08
  1239   0.870521E+03   0.958722E+01   0.121167E-05   0.958722E+01   0.251519E+02  -0.271901E-06   0.121167E-05  -0.271901E-06   0.481506E-08
  1240   0.865924E+03   0.922638E+01   0.122556E-05   0.922638E+01   0.253633E+02  -0.274462E-06   0.122556E-05  -0.274462E-06   0.480876E-08
  1241   0.861478E+03   0.884791E+01   0.123944E-05   0.884791E+01   0.255724E+02  -0.276984E-06   0.123944E-05  -0.276984E-06   0.480247E-08
  1242   0.856961E+03   0.845404E+01   0.125332E-05   0.845404E+01   0.257814E+02  -0.279469E-06   0.125332E-05  -0.279469E-06   0.479619E-08
  1243   0.852522E+03   0.804155E+01   0.126718E-05   0.804155E+01   0.259866E+02  -0.281915E-06   0.126718E-05  -0.281915E-06   0.478992E-08
  1244   0.848161E+03   0.761426E+01   0.128105E-05   0.761426E+01   0.261917E+02  -0.284321E-06   0.128105E-05  -0.284321E-06   0.478367E-08
  1245   0.843877E+03   0.717054E+01   0.129491E-05   0.717054E+01   0.263945E+02  -0.286684E-06   0.129491E-05  -0.286684E-06   0.477744E-08
  1246   0.839595E+03   0.671212E+01   0.130878E-05   0.671212E+01   0.265942E+02  -0.289004E-06   0.130878E-05  -0.289004E-06   0.477121E-08
  1247   0.835313E+03   0.623746E+01   0.132266E-05   0.623746E+01   0.267925E+02  -0.291279E-06   0.132266E-05  -0.291279E-06   0.476500E-08
  1248   0.831105E+03   0.574724E+01   0.133655E-05   0.574724E+01   0.269885E+02  -0.293505E-06   0.133655E-05  -0.293505E-06   0.475880E-08
  1249   0.826970E+03   0.524237E+01   0.135046E-05   0.524237E+01   0.271837E+02  -0.295683E-06   0.135046E-05  -0.295683E-06   0.475261E-08
  1250   0.822907E+03   0.472273E+01   0.136438E-05   0.472273E+01   0.273753E+02  -0.297809E-06   0.136438E-05  -0.297809E-06   0.474644E-08
  1251   0.818842E+03   0.418845E+01   0.137831E-05   0.418845E+01   0.275638E+02  -0.299888E-06   0.137831E-05  -0.299888E-06   0.474028E-08
  1252   0.814926E+03   0.363977E+01   0.139223E-05   0.363977E+01   0.277516E+02  -0.301923E-06   0.139223E-05  -0.301923E-06   0.473414E-08
  1253   0.810937E+03   0.307734E+01   0.140612E-05   0.307734E+01   0.279357E+02  -0.303916E-06   0.140612E-05  -0.303916E-06   0.472800E-08
  1254   0.807023E+03   0.250125E+01   0.141997E-05   0.250125E+01   0.281167E+02  -0.305873E-06   0.141997E-05  -0.305873E-06   0.472188E-08
  1255   0.803186E+03   0.191164E+01   0.143376E-05   0.191164E+01   0.282962E+02  -0.307796E-06   0.143376E-05  -0.307796E-06   0.471577E-08
  1256   0.799502E+03   0.130913E+01   0.144748E-05   0.130913E+01   0.284720E+02  -0.309689E-06   0.144748E-05  -0.309689E-06   0.470968E-08
  1257   0.795822E+03   0.693766E+00   0.146112E-05   0.693766E+00   0.286454E+02  -0.311554E-06   0.146112E-05  -0.311554E-06   0.470359E-08
  1258   0.792146E+03   0.659658E-01   0.147468E-05   0.659658E-01   0.288150E+02  -0.313387E-06   0.147468E-05  -0.313387E-06   0.469752E-08
  1259   0.788547E+03  -0.573992E+00   0.148819E-05  -0.573992E+00   0.289823E+02  -0.315185E-06   0.148819E-05  -0.315185E-06   0.469146E-08
  1260   0.785025E+03  -0.122572E+01   0.150165E-05  -0.122572E+01   0.291459E+02  -0.316942E-06   0.150165E-05  -0.316942E-06   0.468542E-08
